country;sector;f
Sweden;Machinery, Nec;0
Sweden;Electrical and Optical Equipment;0
Sweden;Transport Equipment;0
Sweden;"Manufacturing, Nec; Recycling";0
Sweden;Electricity, Gas and Water Supply;0
Sweden;Construction;0
Sweden;"Sale, Maintenance and Repair of Motor Vehicles and Motorcycles; Retail Sale of Fuel";0
Sweden;Wholesale Trade and Commission Trade, Except of Motor Vehicles and Motorcycles;0
Sweden;"Retail Trade, Except of Motor Vehicles and Motorcycles; Repair of Household Goods";0
Sweden;Hotels and Restaurants;0
Sweden;Inland Transport;0
Sweden;Water Transport;0
Sweden;Air Transport;0
Sweden;"Other Supporting and Auxiliary Transport Activities; Activities of Travel Agencies";0
Sweden;Post and Telecommunications;0
Sweden;Financial Intermediation;0
Sweden;Real Estate Activities;0
Sweden;Renting of M&Eq and Other Business Activities;0
Sweden;"Public Admin and Defence; Compulsory Social Security";0
Sweden;Education;0
Sweden;Health and Social Work;0
Sweden;Other Community, Social and Personal Services;0
Sweden;Private Households with Employed Persons;0
Turkey;Agriculture, Hunting, Forestry and Fishing;0
Turkey;Mining and Quarrying;0
Turkey;Food, Beverages and Tobacco;0
Turkey;Textiles and Textile Products;0
Turkey;Leather, Leather and Footwear;0
Turkey;Wood and Products of Wood and Cork;0
Turkey;Pulp, Paper, Paper , Printing and Publishing;0
Turkey;Coke, Refined Petroleum and Nuclear Fuel;0
Turkey;Chemicals and Chemical Products;0
Turkey;Rubber and Plastics;0
Turkey;Other Non-Metallic Mineral;0
Turkey;Basic Metals and Fabricated Metal;0
Turkey;Machinery, Nec;0
Turkey;Electrical and Optical Equipment;0
Turkey;Transport Equipment;0
Turkey;"Manufacturing, Nec; Recycling";0
Turkey;Electricity, Gas and Water Supply;0
Turkey;Construction;0
Turkey;"Sale, Maintenance and Repair of Motor Vehicles and Motorcycles; Retail Sale of Fuel";0
Turkey;Wholesale Trade and Commission Trade, Except of Motor Vehicles and Motorcycles;0
Turkey;"Retail Trade, Except of Motor Vehicles and Motorcycles; Repair of Household Goods";0
Turkey;Hotels and Restaurants;0
Turkey;Inland Transport;0
Turkey;Water Transport;0
Turkey;Air Transport;0
Turkey;"Other Supporting and Auxiliary Transport Activities; Activities of Travel Agencies";0
Turkey;Post and Telecommunications;0
Turkey;Financial Intermediation;0
Turkey;Real Estate Activities;0
Turkey;Renting of M&Eq and Other Business Activities;0
Turkey;"Public Admin and Defence; Compulsory Social Security";0
Turkey;Education;0
Turkey;Health and Social Work;0
Turkey;Other Community, Social and Personal Services;0
Turkey;Private Households with Employed Persons;0
Taiwan;Agriculture, Hunting, Forestry and Fishing;0
Taiwan;Mining and Quarrying;0
Taiwan;Food, Beverages and Tobacco;0
Taiwan;Textiles and Textile Products;0
Taiwan;Leather, Leather and Footwear;0
Taiwan;Wood and Products of Wood and Cork;0
Taiwan;Pulp, Paper, Paper , Printing and Publishing;0
Taiwan;Coke, Refined Petroleum and Nuclear Fuel;0
Taiwan;Chemicals and Chemical Products;0
Taiwan;Rubber and Plastics;0
Taiwan;Other Non-Metallic Mineral;0
Taiwan;Basic Metals and Fabricated Metal;0
Taiwan;Machinery, Nec;0
Taiwan;Electrical and Optical Equipment;0
Taiwan;Transport Equipment;0
Taiwan;"Manufacturing, Nec; Recycling";0
Taiwan;Electricity, Gas and Water Supply;0
Taiwan;Construction;0
Taiwan;"Sale, Maintenance and Repair of Motor Vehicles and Motorcycles; Retail Sale of Fuel";0
Taiwan;Wholesale Trade and Commission Trade, Except of Motor Vehicles and Motorcycles;0
Taiwan;"Retail Trade, Except of Motor Vehicles and Motorcycles; Repair of Household Goods";0
Taiwan;Hotels and Restaurants;0
Taiwan;Inland Transport;0
Taiwan;Water Transport;0
Taiwan;Air Transport;0
Taiwan;"Other Supporting and Auxiliary Transport Activities; Activities of Travel Agencies";0
Taiwan;Post and Telecommunications;0
Taiwan;Financial Intermediation;0
Taiwan;Real Estate Activities;0
Taiwan;Renting of M&Eq and Other Business Activities;0
Taiwan;"Public Admin and Defence; Compulsory Social Security";0
Taiwan;Education;0
Taiwan;Health and Social Work;0
Taiwan;Other Community, Social and Personal Services;0
Taiwan;Private Households with Employed Persons;0
United States;Agriculture, Hunting, Forestry and Fishing;0
United States;Mining and Quarrying;0
United States;Food, Beverages and Tobacco;0
United States;Textiles and Textile Products;0
United States;Leather, Leather and Footwear;0
United States;Wood and Products of Wood and Cork;0
United States;Pulp, Paper, Paper , Printing and Publishing;0
United States;Coke, Refined Petroleum and Nuclear Fuel;0
United States;Chemicals and Chemical Products;0
United States;Rubber and Plastics;0
United States;Other Non-Metallic Mineral;0
United States;Basic Metals and Fabricated Metal;0
United States;Machinery, Nec;0
United States;Electrical and Optical Equipment;0
United States;Transport Equipment;0
United States;"Manufacturing, Nec; Recycling";0
United States;Electricity, Gas and Water Supply;0
United States;Construction;0
United States;"Sale, Maintenance and Repair of Motor Vehicles and Motorcycles; Retail Sale of Fuel";0
United States;Wholesale Trade and Commission Trade, Except of Motor Vehicles and Motorcycles;0
United States;"Retail Trade, Except of Motor Vehicles and Motorcycles; Repair of Household Goods";0
United States;Hotels and Restaurants;0
United States;Inland Transport;0
United States;Water Transport;0
United States;Air Transport;0
United States;"Other Supporting and Auxiliary Transport Activities; Activities of Travel Agencies";0
United States;Post and Telecommunications;0
United States;Financial Intermediation;0
United States;Real Estate Activities;0
United States;Renting of M&Eq and Other Business Activities;0
United States;"Public Admin and Defence; Compulsory Social Security";0
United States;Education;0
United States;Health and Social Work;0
United States;Other Community, Social and Personal Services;0
United States;Private Households with Employed Persons;0
Rest of World;Agriculture, Hunting, Forestry and Fishing;0
Rest of World;Mining and Quarrying;0
Rest of World;Food, Beverages and Tobacco;0
Rest of World;Textiles and Textile Products;0
Rest of World;Leather, Leather and Footwear;0
Rest of World;Wood and Products of Wood and Cork;0
Rest of World;Pulp, Paper, Paper , Printing and Publishing;0
Rest of World;Coke, Refined Petroleum and Nuclear Fuel;0
Rest of World;Chemicals and Chemical Products;0
Rest of World;Rubber and Plastics;0
Rest of World;Other Non-Metallic Mineral;0
Rest of World;Basic Metals and Fabricated Metal;0
Rest of World;Machinery, Nec;0
Rest of World;Electrical and Optical Equipment;0
Rest of World;Transport Equipment;0
Rest of World;"Manufacturing, Nec; Recycling";0
Rest of World;Electricity, Gas and Water Supply;0
Rest of World;Construction;0
Rest of World;"Sale, Maintenance and Repair of Motor Vehicles and Motorcycles; Retail Sale of Fuel";0
Rest of World;Wholesale Trade and Commission Trade, Except of Motor Vehicles and Motorcycles;0
Rest of World;"Retail Trade, Except of Motor Vehicles and Motorcycles; Repair of Household Goods";0
Rest of World;Hotels and Restaurants;0
Rest of World;Inland Transport;0
Rest of World;Water Transport;0
Rest of World;Air Transport;0
Rest of World;"Other Supporting and Auxiliary Transport Activities; Activities of Travel Agencies";0
Rest of World;Post and Telecommunications;0
Rest of World;Financial Intermediation;0
Rest of World;Real Estate Activities;0
Rest of World;Renting of M&Eq and Other Business Activities;0
Rest of World;"Public Admin and Defence; Compulsory Social Security";0
Rest of World;Education;0
Rest of World;Health and Social Work;0
Rest of World;Other Community, Social and Personal Services;0
Rest of World;Private Households with Employed Persons;0
